Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
679,Gâteau au jambon serrano et fromage de chèvre,Un gâteau salé mélangeant la saveur prononcée du jambon Serrano avec la douceur du fromage de chèvre.,4,personnes,2,3,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Jambon Serrano, en tranches fines
100 gramme Fromage de chèvre, émietté
1 cuillère à café Levure chimique
Poivre, au goût","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1635.2,389.2,1627.95,387.775,70.1525,23.37525,23.67275,39.625,15.0175,0.4616,0.231825,0.000375,0.27935,0.8250000000000001,0.23375,0.4413,34.7,1.3405,0.0,3.284975,0.0,0.005025,180.5,1.76284,206.7,301.25,0.138275,1.54125,24.0,23.2625,0.3032875,295.675,226.635,6.1975,877.5355,1.0014125,121.625,6.57,0.8556249999999999,0.888325,0.4725,0.0,0.30125,0.101425,0.389275,0.772775,1.2958,0.138575,43.9295,0.6487499999999999,
680,Gâteau aux courgettes et parmesan,Un savoureux gâteau salé alliant la douceur des courgettes râpées au caractère du parmesan.,4,personnes,2,2,Cake salé,Plats,10,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Courgettes, râpées
50 gramme Parmesan, rapé
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1265.05,300.325,1256.55,298.775,84.10256749999999,14.37025,14.71775,39.88375000000001,8.8825,0.75785,0.366825,0.012875,0.35685,0.8125,0.12125,0.3378,34.7,1.6005,0.003500000000000001,2.465975,0.0,0.237525,164.6625,0.66184,307.15825,335.125,0.2154,1.589475,28.1645,29.470375,0.3510875,339.12,246.42725,5.59375,441.7855,1.4191325,119.625,39.9075,0.7618749999999999,0.829575,1.73875,0.0,4.73875,0.10505,0.289275,0.764025,1.1858,0.168575,35.5545,0.95375,
681,Gâteau à l'olive et à la feta,Un délicieux gâteau salé qui combine les saveurs méditerranéennes de l'olive et de la feta.,4,personnes,2,2,Cake salé,Plats,10,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Olives dénoyautées
100 gramme Feta, émiettée
1 cuillère à café Levure chimique
Sel, au goût","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1328.0,315.875,1320.75,314.2,89.1300675,14.262,14.6095,39.52125,15.29875,0.3099999999999999,0.15625,0.05,0.20375,0.8500000000000001,0.15875,0.36625,34.7,2.82375,0.0,3.14475,0.0,0.3625,169.225,1.46975,253.78325,857.75,0.16615,3.589475,41.4545,26.620375,0.2885875,298.245,184.42725,20.39875,764.5,1.1866575,131.625,71.3,0.7924999999999999,2.3985,1.5175,0.0,0.425,0.099375,0.29675,0.561625,1.14825,0.10675,30.475,0.75625,
682,Gâteau au thon et câpres,"Un gâteau salé facile à préparer avec du thon et des câpres, parfait pour une entrée ou un plat principal léger.",4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Thon en conserve, égoutté
2 cuillère à soupe Câpres
1 cuillère à café Levure chimique
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1180.45,279.45,1170.7,277.525,79.645,17.81375,18.23625,39.69750000000001,5.4645,0.33985,0.106825,0.000375,0.15435,0.8,0.10875,0.3163,34.7,1.608,0.0,2.442975,0.0,2.5e-05,163.625,0.55484,187.625,61.525,0.152775,2.0615,54.0,34.0625,0.3110375,318.175,281.385,23.2475,398.7855,0.9879125,79.875,12.795,1.188125,0.924325,2.3175,0.0,0.6237499999999999,0.105775,0.252775,4.641525,1.132825,0.2178,36.4295,1.26625,
683,Gâteau aux asperges et gruyère,Un gâteau salé mêlant les saveurs douces des asperges avec le goût unique du gruyère.,4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Crème liquide
100 gramme Asperges, cuites et coupées en morceaux
50 gramme Gruyère, râpé
1 cuillère à café Levure chimique
Sel, au goût
Poivre, au goût","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson: menu pression puissance 3 pendant 35 minutes.",1509.95,360.2,1501.2,358.575,78.1150675,14.16025,14.52275,39.86625,16.17,1.4441,0.291825,0.025375,0.25185,0.66625,0.08375,0.3437999999999999,34.7,2.5755,0.0,2.270975,0.0,0.143775,186.075,0.53009,311.70825,338.25,0.171775,1.863225,14.842,27.125375,0.3474125,330.945,220.55225,3.865,389.3355,1.5553825,149.75,136.145,0.8106249999999998,1.126075,10.885,0.0,2.32625,0.125675,0.305525,0.769775,1.16955,0.12445,54.8045,0.7675,
684,Gâteau aux pois chiches et cumin,Un gâteau original mêlant les saveurs des pois chiches et du cumin.,4,personnes,2,2,Cake salé,Plats,10,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Pois chiches, cuits et égouttés
1 cuillère à café Cumin en poudre
1 cuillère à café Levure chimique
Sel, au goût","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1196.4,283.51,1186.65,281.585,72.14536749999999,12.3085,12.731,43.92725,5.78525,0.39375,0.15625,0.0,0.20375,0.8500000000000001,0.15875,0.3912499999999999,38.425,3.37625,0.125,1.96785,0.0,0.01405,152.75,0.4686,201.43825,217.75,0.1755,2.101475,21.4545,32.450375,0.4977375,286.265,214.62725,7.89875,364.565,1.1506575,77.875,12.11,0.7924999999999999,1.09515,0.772,0.0,0.4635,0.109275,0.23515,0.567025,1.12875,0.1227,45.65,0.6237499999999999,
685,Gâteau au confit d'oignon et chèvre,Un gâteau salé mêlant la douceur des oignons confits avec la saveur du chèvre frais.,4,personnes,2,2,Cake salé,Plats,15,35,"200 gramme Farine
3 Œufs
100 Millilitre Lait
100 gramme Oignons confits
100 gramme Chèvre frais, émietté
1 cuillère à café Levure chimique
Sel, au goût
1 pincée Poivre","Mélangez tous les ingrédients.
Introduisez la préparation dans le moule à gâteau.
Placez le moule dans la cuve du Thermochef sur la plaque four avec 3 mesures d'eau.
Cuisson : menu pression puissance 3 pendant 35 minutes.",1036.45,245.45,1026.7,243.525,86.0025675,13.94775,14.29525,50.795,9.625,10.9466,3.956825,0.230375,4.17935,1.1275,0.20875,2.7163,34.7,1.808,0.0,2.317225,0.0,2.5e-05,170.675,0.85109,203.53325,448.5,0.13865,1.549475,23.6795,22.995375,0.3285875,288.695,206.92725,4.45875,449.748,1.0016325,110.125,20.07,0.8556249999999999,0.865825,0.9225000000000001,0.0,0.30125,0.101425,0.324275,0.637775,1.1583,0.109575,36.3045,0.6712499999999999,
686,Crepes au sarrasin,"Des crêpes traditionnelles au sarrasin, simples et délicieuses.",24,galettes,1,1,Crêpe au sarrasin,Plats,75,30,"500 gramme Farine de Sarrazin
1 Litre Eau
500 Millilitre Lait
1 Oeuf
1 cuillère à café Sel","Versez la farine de blé noir dans un saladier, et formez un puits au centre. Cassez-y l’œuf, et versez-y le lait et le sel. Mélangez doucement au centre avec une spatule, en incorporant progressivement la farine sur les côtés, jusqu’à obtenir une pâte épaisse homogène.
Versez progressivement l’eau sur cette préparation, et mélangez pour obtenir une pâte lisse. Couvrez le saladier d’un linge et laissez reposer 1 heure au réfrigérateur.
Vous pouvez utiliser une pomme de terre coupée en 2 et piquée par une fourchette que vous trempez dans un petit ramequin d’huile pour huiler la cuve.
Faites cuire dans le Thermochef couvercle ouvert, menu Thermogrill, puissance 3, en les retournant à mi cuisson
Au fur et à mesure, réservez dans une assiette en couvrant avec une feuille de papier aluminium pour les garder chaudes et moelleuse.",367.5833333333333,87.1875,367.7916666666667,87.25,22.67298416666667,3.347916666666666,3.333333333333333,14.97854166666667,1.348541666666667,0.011875,0.04479166666666667,0.0,0.04885416666666667,0.6666666666666666,0.08645833333333335,0.04958333333333333,14.29166666666667,0.875,0.0,0.7885,0.0,0.0,11.20833333333333,0.301375,30.96658333333333,177.2083333333333,0.1265208333333333,0.5690583333333333,5.5045,35.21620833333333,0.2721125,78.645,113.04225,1.534166666666667,120.2916666666667,0.5775116666666666,11.8125,4.208333333333333,0.06,0.115,1.464583333333333,0.0,0.3541666666666667,0.08906249999999999,0.07604166666666667,1.0100625,0.405625,0.10875,16.91666666666666,0.096875,
687,Crêpes au sarrasin avec garniture de champignons et épinards,Des crêpes salées au sarrasin garnies d'un mélange de champignons et épinards sautés.,4,personnes,2,2,Crêpe au sarrasin,Plats,15,20,"500 gramme Farine de sarrasin
1 Litre Eau
500 Millilitre Lait
1 Œuf
1 cuillère à café Sel
200 gramme Champignons de Paris, en lamelles
200 gramme Épinards frais
2 Gousses d'ail, haché finement
2 cuillère à soupe Huile d'olive
1 cuillère à café Sel
Poivre, au goût","Dans un saladier, versez la farine de sarrasin et formez un puits. Cassez-y l’œuf, ajoutez le lait et le gros sel. Mélangez doucement avec une spatule, en incorporant la farine progressivement, jusqu’à obtenir une pâte homogène. Versez l’eau progressivement et mélangez pour obtenir une pâte lisse. Couvrez et laissez reposer 1 heure au réfrigérateur.
Pendant que la pâte repose, nettoyez les champignons et coupez-les en lamelles. Lavez les épinards et hachez l'ail finement. Dans le Thermochef, réglez sur le menu Thermogrill, puissance 3, couvercle ouvert ajoutez l'huile d'olive, l'ail, et faites revenir 2 minutes. Ajoutez les champignons, salez, poivrez, et faites cuire 5 minutes. Ajoutez les épinards et laissez cuire jusqu'à ce qu'ils soient flétris. Réservez la garniture.
Huilez légèrement la cuve du Thermochef avec une pomme de terre coupée en deux et trempée dans l'huile. Réglez le Thermochef sur le menu 'Thermogrill', puissance 3. Versez une louche de pâte et étalez-la pour couvrir le fond. Faites cuire jusqu'à ce que les bords se décollent, puis retournez la crêpe et cuisez l'autre côté. Répétez l'opération jusqu'à épuisement de la pâte.
Garnissez chaque crêpe avec la préparation de champignons et épinards, pliez en quatre ou roulez, et servez chaud.",2502.1,594.965,2503.35,595.34,229.18431,22.7279,22.6404,92.31400000000001,14.976,0.96585,0.401825,0.035875,0.745725,4.003,0.57175,0.39905,86.72025,7.44625,0.2325,7.510875,0.0,0.021625,67.25,3.36753,248.267,2026.7545,0.977375,5.6239,36.904,243.82275,2.356125,539.7845,1112.9765,12.3025,1344.4755,4.218365,70.875,2855.495,0.480625,3.385525,273.436,0.0,24.38375,0.623175,0.771425,8.693025,3.4087,0.8155749999999999,219.946,0.58125,
688,Crêpes au sarrasin avec garniture de poulet et poivrons,Des crêpes au sarrasin garnies d'un mélange savoureux de poulet et de poivrons,4,personnes,2,3,Crêpe au sarrasin,Plats,20,25,"500 gramme Farine de sarrasin
1 Litre Eau
0.5 Litre Lait
1 Œuf
1 cuillère à café Sel
300 gramme Poitrine de poulet, coupé en petits dés
1 Poivron rouge, lavé et coupé en lanières
1 Poivron jaune, lavé et coupé en lanières
1 Oignon, émincé
2 cuillère à soupe Huile d'olive
1 cuillère à café Paprika
1 cuillère à café Sel
1 pincée Poivre","Préparation de la pâte à crêpes : Dans un grand saladier, versez la farine de sarrasin et créez un puits au centre. Ajoutez l’œuf, le lait, et le gros sel. Mélangez doucement au début avec une spatule, en incorporant petit à petit la farine jusqu’à obtenir une pâte homogène. Versez l’eau progressivement en mélangeant pour obtenir une pâte lisse. Couvrez et laissez reposer 1 heure au réfrigérateur.
Préparation de la garniture : Coupez le poulet en petits dés. Lavez et coupez les poivrons en lanières. Émincez l’oignon. Dans le Thermochef, réglez sur le menu 'Thermogrill', couvercle ouvert, puissance 3. Ajoutez l’huile d’olive, l’oignon, et faites revenir jusqu'à ce qu’il soit translucide. Ajoutez le poulet, salez, poivrez, et saupoudrez de paprika. Faites cuire jusqu'à ce que le poulet soit doré. Ajoutez les poivrons et continuez la cuisson jusqu'à ce qu’ils soient tendres mais encore croquants. Réservez.
Cuisson des crêpes : Huilez légèrement la cuve du Thermochef en utilisant une pomme de terre coupée en deux, trempée dans l'huile. Versez une louche de pâte dans la cuve chaude et étalez-la pour couvrir le fond. Faites cuire jusqu'à ce que les bords commencent à se décoller, puis retournez la crêpe pour cuire l’autre côté. Répétez jusqu'à épuisement de la pâte.
Assemblage : Placez une portion de garniture au centre de chaque crêpe, pliez en deux ou roulez, et servez immédiatement.",3054.925,727.0325,3056.175,727.4075,279.08581,37.07375,36.98625,95.64425,21.183,4.73685,2.565375,0.001325,2.281875,4.275,0.79375,0.8266,86.1375,7.56375,0.5625,7.763175,0.0,0.6419750000000001,115.25,3.431285,207.882,2014.7875,0.8386,4.342497499999999,51.904,241.28775,1.790325,638.5045,1056.4265,26.1375,1369.7005,4.290015,88.875,501.42,1.089375,4.547325,15.0405,0.0,94.60575,0.6200749999999999,0.585925,13.782025,3.20835,1.23215,159.112,0.83625,
689,Crêpes au sarrasin avec garniture de saumon et crème d'aneth,"Des crêpes salées au sarrasin garnies de saumon frais et d'une crème parfumée à l'aneth, une recette raffinée pour un repas délicieux.",4,personnes,2,4,Crêpe au sarrasin,Plats,20,30,"500 gramme Farine de sarrasin
1 Litre Eau
0.5 Litre Lait
1 Œuf
1 cuillère à café Sel
300 gramme Saumon frais, coupé en petits dés
200 Millilitre Crème fraîche
2 cuillère à soupe Aneth frais, haché
1 cuillère à soupe Huile d'olive
1 cuillère à café Sel
1 pincée Poivre
0.5 Citron, jus","Dans un saladier, combinez la farine de sarrasin, l’œuf, le lait, et le gros sel. Mélangez doucement, en incorporant la farine peu à peu, jusqu’à obtenir une pâte homogène. Ajoutez l’eau graduellement, en mélangeant, pour obtenir une pâte lisse. Couvrez et laissez reposer 1 heure au réfrigérateur.
Coupez le saumon en petits dés.
Dans le Thermochef, réglez sur le menu 'Thermogrill', couvercle ouvert, puissance 3. Ajoutez l'huile d'olive et le saumon. Salez, poivrez, et faites cuire le saumon jusqu'à ce qu'il soit juste cuit. Il doit rester tendre à l'intérieur. Retirez le saumon et réservez.
Dans un petit bol, mélangez la crème fraîche, l'aneth haché, le jus de citron, du sel, et du poivre. Réservez au frais.
Huilez légèrement la cuve du Thermochef avec une pomme de terre coupée en deux, trempée dans l'huile. Versez une louche de pâte et étalez pour couvrir le fond. Faites cuire jusqu'à ce que les bords se décollent facilement, puis retournez la crêpe pour cuire l'autre côté. Répétez l'opération jusqu'à épuisement de la pâte.
Sur chaque crêpe, étalez une couche de crème d'aneth, ajoutez des dés de saumon, pliez en quatre ou roulez. Servez immédiatement.",3574.5525,854.2515,3575.8025,854.6265,228.968435,37.137475,37.019975,91.60175,36.075625,1.50185,0.422825,0.087875,0.447225,5.3615,0.6535,0.4323,85.85,7.118625,0.046875,7.485725,0.0,0.8439875000000001,154.85,3.43498125,235.10675,2083.425,0.8511,3.9868875,47.1645,237.63175,1.804075,642.33775,1027.58175,25.3165,1357.50675,3.9274275,171.5775,70.56975,3.23625,3.128575,11.33575,0.375,9.344999999999999,0.71200625,0.6078125,12.3864,3.289925,1.11323125,133.887,3.60375,
690,Crêpes au sarrasin avec garniture à la ratatouille,Délicieuses crêpes au sarrasin garnies d'une ratatouille de légumes colorés et savoureux.,4,personnes,2,2,Crêpe au sarrasin,Plats,25,40,"500 gramme Farine de sarrasin
1 Litre Eau
500 Millilitre Lait
1 Œuf
1 cuillère à café Sel
1 Aubergine, petite, coupée en dés
1 Courgette, coupée en dés
1 Poivron rouge, coupé en dés
1 Oignon, émincé
2 Tomates, pelées et concassées
2 Gousses d'ail, émincées
2 cuillère à soupe Huile d'olive
1 cuillère à café Sel
1 pincée Poivre
Herbes de Provence, au goût","Dans un saladier, mélangez la farine de sarrasin, l’œuf, le lait, et le gros sel. Incorporez doucement la farine pour obtenir une pâte homogène. Ajoutez l’eau progressivement, en mélangeant, jusqu'à obtenir une pâte lisse. Couvrez et laissez reposer 1 heure au réfrigérateur.
Lavez et coupez en dés l'aubergine, la courgette, et le poivron. Émincez l'oignon et l'ail. Pelez et concassez les tomates. Dans le Thermochef, réglez sur le menu 'Thermogrill', couvercle ouvert, puissance 3. Ajoutez l'huile d'olive, l'oignon, et l'ail, et faites revenir jusqu'à ce qu'ils soient translucides. Ajoutez l'aubergine, la courgette, le poivron, et la tomate. Salez, poivrez, et ajoutez les herbes de Provence. Programmer le menu ragout couvercle fermé, pression 5, puissance 3 pendant 10 minutes. Réservez.
Huilez légèrement la cuve du Thermochef avec une pomme de terre coupée en deux, trempée dans l'huile. Versez une louche de pâte et étalez pour couvrir le fond. Faites cuire jusqu'à ce que les bords se décollent facilement, puis retournez la crêpe pour cuire l'autre côté. Répétez l'opération jusqu'à épuisement de la pâte.
Garnissez chaque crêpe avec une portion de ratatouille, pliez en quatre ou roulez. Servez chaud.",2619.97,623.1375,2621.22,623.5125,393.71181,23.31615,23.22865,99.225125,15.48675,8.193725,4.198825,0.000375,3.7171,4.203,0.72175,0.9073,86.0365,11.42375,0.3986,8.254875,0.0,0.6797500000000001,67.25,3.33008125,241.88125,2039.842,0.9178875,4.9891975,45.992125,248.31775,2.156825,560.942,1360.614,26.47,1329.90575,4.02764,70.875,648.17,0.3806249999999999,4.153025,25.16975,0.0,70.7275,0.6607875,0.6196,7.6434,3.020075,1.05985,200.30475,0.58125,
691,Crêpes au sarrasin avec garniture de fromage de chèvre et épinards,"Des crêpes au sarrasin garnies d'une préparation savoureuse de fromage de chèvre frais et d'épinards, une combinaison parfaite pour un repas léger ou une entrée délicieuse.",4,personnes,2,3,Crêpe au sarrasin,Plats,20,30,"500 gramme Farine de sarrasin
1 Litre Eau
0.5 Litre Lait
1 Œuf
1 cuillère à café Sel
300 gramme Épinards, frais
200 gramme Fromage de chèvre, frais
2 Gousses d'ail
2 cuillère à soupe Huile d'olive
Sel et poivre, au goût
1 pincée Noix de muscade, optionnel","Préparation de la pâte à crêpes : Dans un saladier, versez la farine de sarrasin et formez un puits. Ajoutez l’œuf, le lait, et le gros sel. Mélangez doucement, en incorporant la farine peu à peu, jusqu’à obtenir une pâte homogène. Versez l’eau progressivement, en mélangeant, pour obtenir une pâte lisse. Couvrez et laissez reposer 1 heure au réfrigérateur.
Préparation de la garniture : Lavez les épinards et hachez l'ail finement. Dans le Thermochef, réglez sur le menu 'Thermogrill', couvercle ouvert, puissance 3. Ajoutez l'huile d'olive et l'ail, et faites revenir jusqu'à ce qu'il soit parfumé. Ajoutez les épinards, salez, poivrez, et ajoutez une pincée de noix de muscade si désiré. Faites cuire jusqu'à ce que les épinards soient flétris. Réservez.
Cuisson des crêpes : Huilez légèrement la cuve du Thermochef avec une pomme de terre coupée en deux, trempée dans l'huile. Versez une louche de pâte et étalez pour couvrir le fond. Faites cuire jusqu'à ce que les bords se décollent facilement, puis retournez la crêpe pour cuire l'autre côté. Répétez l'opération jusqu'à épuisement de la pâte.
Assemblage : Sur chaque crêpe chaude, étalez une couche d'épinards cuits, ajoutez des morceaux de fromage de chèvre frais sur le dessus. Pliez en quatre ou roulez. Servez immédiatement.",3161.5,754.115,3167.75,755.49,205.783905,33.3979,33.0604,91.9415,28.986,0.45585,0.438325,0.05362499999999999,0.455225,4.053,0.62175,0.46955,87.20275,7.17875,0.0075,7.179875000000001,0.0,0.024125,122.75,2.52203,326.1775,1618.7545,0.8901249999999999,6.28705,52.227,257.8005,2.648825,601.1645,1187.223,17.43,1005.7705,4.392045,158.375,4262.995,0.630625,4.218025,403.686,0.0,32.95875,0.622925,0.938925,7.155525,2.9737,0.907075,295.946,0.63125,
